id,question,answer,difficulty,bloom_taxonomy,grade,subject,type,topic,
452,explain the impact of the portuguese arrival in india on indian trade and politics.,"Portuguese arrival led to competition among European powers, establishment of trading posts (e.g., Goa), and cultural exchanges.",medium,Understanding,6,History,Descriptive,Indian Economic History,
47,what are the effects of malnutrition?,"Malnutrition can lead to stunted growth, weakened immunity, and various health problems.",hard,Analyzing,6,Biology,Descriptive,Human Physiology,
47,what are the effects of malnutrition?,"Malnutrition can lead to stunted growth, weakened immunity, and various health problems.",hard,Analyzing,6,Biology,Descriptive,Nutrition,
139,choose the correct answer: which of the following is a primary consumer in a food chain?,Herbivore,easy,Remembering,6,Biology,MCQ,Ecology,
392,"what were the provisions of the rowlatt act, 1919, and how did it impact indian politics?","The Rowlatt Act allowed for indefinite detention without trial, leading to protests and the Jallianwala Bagh massacre",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
353,who were the dravidians in ancient india and where did they primarily settle?,Dravidians were a linguistic group who settled primarily in South India,medium,Understanding,6,History,Descriptive,Ancient Indian History,
342,describe the process of convection.,Convection is the transfer of heat through the movement of fluids (liquids or gases) caused by differences in temperature and density within the fluid.,medium,Understanding,6,Physics,Descriptive,Thermodynamics,
278,what was the significance of the mansabdari system introduced by akbar?,"The Mansabdari system ranked officials based on their military and administrative skills, ensuring loyalty and efficient governance in the Mughal Empire",medium,Understanding,6,History,Descriptive,Mughal Empire,
291,explain the term 'panchayati raj' and its significance in rural governance in india.,"Panchayati Raj refers to local self-government at the village level, empowering rural communities in decision-making and development activities",medium,Understanding,6,History,Descriptive,Indian Governance,
318,explain the concept of inertia.,Inertia is the tendency of an object to resist changes in its state of motion (either staying at rest or moving uniformly in a straight line).,medium,Understanding,6,Physics,Descriptive,Classical Mechanics,
305,choose the correct answer: the layer of the earth's atmosphere where weather occurs is the ____,Troposphere,easy,Remembering,6,Physics,MCQ,Atmospheric Science,
269,what were the achievements of ancient indian mathematicians during the gupta period?,"Ancient Indian mathematicians made advancements in algebra, trigonometry, and the concept of zero",medium,Understanding,6,History,Descriptive,Ancient Indian History,
269,what were the achievements of ancient indian mathematicians during the gupta period?,"Ancient Indian mathematicians made advancements in algebra, trigonometry, and the concept of zero",medium,Understanding,6,History,Descriptive,History of Mathematics,
170,explain the difference between voluntary and involuntary muscles.,"Voluntary muscles are muscles that we can consciously control (e.g., skeletal muscles), while involuntary muscles are muscles that work without conscious control (e.g., smooth muscles in organs like the stomach and intestines).",medium,Understanding,6,Biology,Descriptive,Human Anatomy,
456,explain the role of mahatma gandhi in the champaran satyagraha of 1917.,"Gandhi led the Champaran Satyagraha against oppressive indigo planters, advocating for the rights of farmers.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
466,"explain the impact of the rowlatt act, 1919 on indian politics and society.","The Rowlatt Act allowed for detention without trial, leading to protests (Jallianwala Bagh massacre) and intensified nationalist sentiments.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
205,what is adaptation in biology?,Adaptation is the process by which organisms adjust to their environment to increase their chances of survival and reproduction.,medium,Understanding,6,Biology,Descriptive,Evolution,
183,what is the role of chlorophyll in photosynthesis?,Chlorophyll is a pigment that absorbs light energy from the sun and converts it into chemical energy during photosynthesis.,medium,Understanding,6,Biology,Descriptive,Plant Physiology,
478,who were the major leaders of the revolt of 1857 (sepoy mutiny) against british rule in india?,"Leaders included Nana Sahib, Rani Lakshmibai of Jhansi, and Tantia Tope, uniting against British control.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
223,choose the correct answer: a material that allows light to pass through but scatters it is called ____,Translucent,easy,Remembering,6,Physics,MCQ,Optics,
322,what is the function of a convex lens?,"A convex lens converges light rays to form a real or virtual image, used in magnifying glasses, cameras, and microscopes.",medium,Understanding,6,Physics,Descriptive,Optics,
191,describe the function of the phloem in plants.,"The phloem transports nutrients, particularly sugars produced through photosynthesis, from the leaves to other parts of the plant.",medium,Understanding,6,Biology,Descriptive,Plant Anatomy,
231,what is the function of a fuse in an electrical circuit?,"A fuse is a safety device that breaks the circuit if there is an overload of current, preventing overheating or damage to other components.",medium,Understanding,6,Physics,Descriptive,Electricity,
415,choose the correct answer: the male part of the flower is called the ____,Stamen,easy,Remembering,6,Biology,MCQ,Plant Anatomy,
313,what is the difference between arteries and veins?,"Arteries carry oxygen-rich blood away from the heart, while veins carry oxygen-poor blood back to the heart.",medium,Understanding,6,Biology,Descriptive,Human Anatomy,
279,explain the architectural style of mughal buildings during shah jahan's reign.,"Mughal buildings under Shah Jahan featured marble domes, intricate carvings, and symmetrical layouts, exemplified by the Taj Mahal and Red Fort",medium,Understanding,6,History,Descriptive,Mughal Architecture,
382,who were the leaders of the arya samaj and what were their contributions to indian society?,"Swami Dayananda Saraswati founded the Arya Samaj, advocating for social reform, education, and the revival of Vedic values",medium,Understanding,6,History,Descriptive,Indian Social Reform,
473,"what were the provisions of the rowlatt act, 1919, and how did it impact indian politics?","The Rowlatt Act allowed for indefinite detention without trial, leading to protests and the Jallianwala Bagh massacre.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
363,describe the impact of european colonization on india's economy and society during the 18th century.,"European colonization led to the establishment of trading posts, exploitation of resources, and the decline of traditional industries",medium,Understanding,6,History,Descriptive,Colonial History,
363,describe the impact of european colonization on india's economy and society during the 18th century.,"European colonization led to the establishment of trading posts, exploitation of resources, and the decline of traditional industries",medium,Understanding,6,History,Descriptive,Indian Economic History,
325,what is the difference between a permanent magnet and an electromagnet?,"A permanent magnet produces a magnetic field without needing an external current, while an electromagnet produces a magnetic field only when an electric current flows through it.",medium,Understanding,6,Physics,Descriptive,Magnetism,
432,what is the role of the lungs in the respiratory system?,The lungs are responsible for the exchange of gases (oxygen and carbon dioxide) between the air and the blood.,medium,Understanding,6,Biology,Descriptive,Human Physiology,
348,explain why a circuit breaker is used in electrical circuits.,A circuit breaker is used to protect electrical circuits and appliances from damage due to excessive current (overload) by interrupting the flow of electricity.,medium,Understanding,6,Physics,Descriptive,Electricity,
187,choose the correct answer: the first part of a seedling to emerge during germination is the ____,Radicle,easy,Remembering,6,Biology,MCQ,Plant Physiology,
176,explain the difference between sexual and asexual reproduction in plants.,"Sexual reproduction in plants involves the fusion of male and female gametes to produce offspring with genetic variation, while asexual reproduction involves the production of offspring from a single parent without gamete fusion, resulting in genetically identical offspring.",medium,Understanding,6,Biology,Descriptive,Plant Reproduction,
439,choose the correct answer: which of the following is not a function of the skeletal system?,Producing digestive enzymes,easy,Remembering,6,Biology,MCQ,Human Anatomy,
16,choose the correct answer: the taproot system is found in ____.,Dicotyledons,easy,Remembering,6,Biology,MCQ,Plant Anatomy,
